Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
26993,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
26993,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
27014,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
27016,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
27020,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
27021,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
27021,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
27021,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
27021,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
27030,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
27034,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
27041,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
27042,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
27050,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
27057,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
27059,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
27061,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
27063,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
27070,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
27070,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
27070,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
27070,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
27070,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
27070,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
27070,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
27070,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
27070,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
27083,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27083,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27083,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27083,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27092,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
27108,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
27110,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
27116,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
27121,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
27124,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
27124,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
27124,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
27124,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
27127,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
27127,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
27127,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
27127,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
27132,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
27133,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
27138,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
27154,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
27161,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
27161,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
27161,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
27161,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
27165,Single,255,6,Some College,20-34,46.225,30,Young Starters
27167,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
27172,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
27172,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
27172,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
27172,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
27176,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
27179,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
27179,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
27179,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
27179,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
27179,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
27179,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
27179,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
27179,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
27179,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
27180,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
27180,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
27180,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
27180,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
27180,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
27180,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
27180,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
27180,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
27180,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
27188,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
27189,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
27190,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
27190,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
27190,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
27190,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
27199,Single,,4,,,28.34,,
27203,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
27205,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27206,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
27206,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
27206,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
27206,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
27211,Married,202,3,High School Graduate,,22.505,17,
27213,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
27214,Single,230,4,Some College,20-34,19.46,26,Young Starters
27217,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
27226,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
27229,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
27234,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
27234,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
27234,Single,230,4,Some College,20-34,26.31,25,Young Starters
27234,Single,230,4,Some College,20-34,26.31,25,Young Starters
27238,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
27245,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
27246,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
27247,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
27247,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
27247,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
27247,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
27261,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
27263,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
27266,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
27266,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
27266,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
27266,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
27273,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
27273,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
27273,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
27273,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
27276,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
27280,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
27284,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
27284,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
27284,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
27284,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
27292,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
27292,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
27292,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
27292,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
27295,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
27300,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
27300,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
27300,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
27300,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
27309,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
27311,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
27315,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
27317,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
27328,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
27328,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
27328,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
27328,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
27329,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
27332,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
27339,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
27340,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
27341,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
27342,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
27343,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
27343,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
27343,Single,300,5,Some College,20-34,42.66,30,Young Starters
27343,Single,300,5,Some College,20-34,42.66,30,Young Starters
27349,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
27349,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
27349,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
27349,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
27352,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
27356,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
27359,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
27359,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
27359,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
27359,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
27362,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
27362,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
27362,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
27362,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
27370,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
27371,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
27371,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
27371,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
27371,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
27372,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
27372,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
27372,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
27372,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
27380,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
27386,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
27386,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
27386,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
27386,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
27386,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
27386,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
27386,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
27386,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
27386,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
27389,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
27389,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
27389,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
27389,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
27391,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
27391,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
27391,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
27391,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
27392,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
27393,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
27397,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
27408,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
27413,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
27430,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
27434,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
27436,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
27436,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
27436,Married,215,3,High School Graduate,,24.15,18,
27436,Married,215,3,High School Graduate,,24.15,18,
27439,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
27443,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
27447,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
27452,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
27452,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
27452,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27452,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27454,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
27460,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
27460,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
27460,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
27460,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
27463,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
27469,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
27472,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
27481,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
27495,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
27496,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
27498,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
27498,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
27498,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
27498,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
27500,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
27516,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
27523,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
27530,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
27530,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
27530,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
27530,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
27531,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
27531,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
27531,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
27531,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
27532,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
27532,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
27532,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
27532,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
27533,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
27533,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
27533,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
27533,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
27539,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
27539,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
27539,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
27539,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
27548,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
27548,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
27548,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
27548,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
27550,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
27552,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
27552,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
27552,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
27552,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
27563,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
27564,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
27573,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
27574,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
27576,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
27578,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
27578,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
27578,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
27578,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
27579,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
27579,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
27579,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
27579,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
27585,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
27585,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
27585,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
27585,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
27588,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
27588,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
27588,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
27588,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
27591,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
27591,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
27591,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27591,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27592,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27592,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
27592,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
27592,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
27594,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
27604,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
27606,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
27610,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
27619,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
27622,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
27627,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
27627,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
27627,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
27627,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
27632,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
27632,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
27632,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
27632,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
27654,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
27654,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
27654,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
27654,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
27657,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
27661,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
27661,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
27661,Single,255,6,Some College,20-34,46.225,30,Young Starters
27661,Single,255,6,Some College,20-34,46.225,30,Young Starters
27671,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
27673,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
27678,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
27678,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
27678,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
27678,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
27685,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
27693,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
27695,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
27696,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
27697,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
27706,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
27710,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
27718,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
27724,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
27724,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
27724,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
27724,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
27731,Single,,4,,,28.34,,
27733,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
27738,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
27740,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
27741,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
27745,Married,202,3,High School Graduate,,22.505,17,
27753,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
27758,Single,230,4,Some College,20-34,19.46,26,Young Starters
27760,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
27763,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
27764,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
27767,Single,230,4,Some College,20-34,26.31,25,Young Starters
27771,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
27774,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
27775,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
27776,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
27787,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
27789,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
27797,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
27800,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
27800,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
27800,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
27800,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
27804,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
27806,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
27815,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
27819,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
27819,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
27819,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
27819,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
27825,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
27825,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
27825,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
27825,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
27826,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
27826,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
27826,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
27826,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
27833,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
27834,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
27836,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
27839,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
27840,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
27846,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
27846,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
27846,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
27846,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
27848,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
